"ID","AppStore","PriceSensitive","WhyDownload","Gender","Age","Nationality","Education","YearsEdu","Occupation","Currency","HH.Income"
"5713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5714","iOS",NA,"docs to go","Male","55","Canadian","5","20","Legal","CAD","7"
"5715","Nokia","Yes",NA,"Male","63","Spanish","6","19","Constrn & Ext","EUR","3"
"5716","Windows","Yes","12C Financial Calc","Male","27","Brazillian","3","19","Arts, Entmt & Sports","BRL","8"
"5717","Android",NA,NA,"Female","18","SouthKorean","2","19","Student","KRW","2"
"5718","Blackberry","Yes","Origami for Blackberry","Female","33","Canadian","3","15","Off & Admin Sup","CAD","7"
"5719","Nokia","Yes",NA,"Female","23","Brazillian","5","19","Off & Admin Sup","BRL","6"
"5720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5721","Windows",NA,NA,"Female","16","Brazillian","2","11","Student","BRL","1"
"5722","Android","Yes","<U+0418><U+0433><U+0440><U+0430>.","Female","22","Other","5","15","Edu, Trng & Lib","Other","1"
"5723","Samsung","Yes","<U+0432> <U+043A><U+043E><U+043D><U+0442><U+0430><U+043A><U+0442><U+0435>, <U+0444><U+0435><U+0439><U+0441><U+0431><U+0443><U+043A>","Female","23","Russian","3","15","Biz & Fin Ops","RUB","Prefer not to say"
"5724","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5726","Android","Yes",NA,"Female","16","Brazillian","2","11","Student","BRL","4"
"5727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5728","iOS","Yes","Não me lembro","Male","22","Brazillian","5","17","Student","BRL","7"
"5729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5730","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5731","Android",NA,NA,"Female","22","Brazillian","5","19","Student","BRL","Prefer not to say"
"5732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5733","Samsung","Yes","not sure","Female","29","Canadian","2","14","AFF","CAD","5"
"5734","Nokia",NA,NA,"Male","67","Mexican","4","15","Sales","MXN","8"
"5735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5736","iOS","Yes",NA,"Female","64","American","6","21","Edu, Trng & Lib","USD","10"
"5737","iOS","Yes",NA,"Female","17","SouthKorean","2","8","Student","KRW","Prefer not to say"
"5738","Android","Yes",NA,"Female","33","Mexican","5","25","Arts, Entmt & Sports","MXN","7"
"5739","iOS",NA,NA,"Male","31","Brazillian","5","8","Student","BRL","4"
"5740","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5741","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5742","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5743","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5744","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745","Android","Yes","NAVIGON","Male","29","Brazillian","3","16","Comp & Math","BRL","8"
"5746","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5747","Not sure",NA,NA,"Female","44","Canadian","4","16","Sales","CAD","6"
"5748","Android",NA,"not sure","Female","43","Mexican","5","14","Life, Phys & Soc Sci","USD","6"
"5749","Android","Yes","accucheck","Male","31","British","6","6","Transport","GBP","8"
"5750","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5751","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5752","Android",NA,NA,"Male","18","SouthKorean","2","13","Student","KRW","1"
"5753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5754","Blackberry","Yes",NA,"Male","58","Italian","3","13","Production","EUR","3"
"5755","Nokia","Yes","Block Breaker 3 Ultimate","Male","43","Brazillian","2","10","Protective Svcs","BRL","3"
"5756","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5757","iOS","Yes",NA,"Male","25","Canadian","5","18","Constrn & Ext","CAD","6"
"5758","iOS","Yes",NA,"Female","31","Canadian","5","16","Edu, Trng & Lib","CAD","4"
"5759","Samsung",NA,NA,"Female","28","Spanish","6","10","Healthcare Pract & Tech","Other","2"
"5760","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5761","iOS","Yes",NA,"Female","24","Other","5","20","Biz & Fin Ops","CAD","4"
"5762","Not sure","Yes",NA,"Female","42","Canadian","2","13","Production","CAD","2"
"5763","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5764","iOS","Yes","Star walk","Female","29","Canadian","5","19","Life, Phys & Soc Sci","CAD","8"
"5765","Android","Yes",NA,"Female","29","Russian","4","19","Sales","RUB","6"
"5766","Nokia",NA,NA,"Female","26","Brazillian","2","10","Sales","BRL","3"
"5767","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5768","Windows","Yes","backgammon","Female","47","Canadian","3","25","Edu, Trng & Lib","CAD","5"
"5769","Samsung",NA,"GPS <U+043D><U+0430><U+0432><U+0438><U+0433><U+0430><U+0442><U+043E><U+0440>","Male","31","Russian","3","18","Comp & Math","RUB","8"
"5770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5771","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5772","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5773","Android","Yes",NA,"Male","19","Canadian","2","14","Student","CAD","Prefer not to say"
"5774","Blackberry","Yes","Sims 3","Female","26","Canadian","6","16","Mgmt","USD","4"
"5775","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5776","Blackberry","Yes",NA,"Female","35","Canadian","5","17","Other","CAD","6"
"5777","iOS","Yes",NA,"Female","25","Canadian","5","21","Student","CAD","4"
"5778","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5779","Samsung",NA,"surex","Male","43","Brazillian","3","18","Mgmt","BRL","9"
"5780","Nokia",NA,NA,"Male","47","Russian","3","17","Healthcare Pract & Tech","RUB","2"
"5781","iOS","Yes","Carbon Footprint Calculator","Female","20","Indian","5","16","Comp & Math","INR","10"
"5782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783","Samsung","Yes","""<U+041D><U+0443>, <U+043F><U+043E><U+0433><U+043E><U+0434><U+0438>. <U+0412><U+043E><U+043B><U+043A> <U+0438> <U+044F><U+0439><U+0446><U+0430>""","Female","21","Russian","3","19","Sales","RUB","Prefer not to say"
"5784","Android","Yes","<U+CE74><U+C2A4><U+C568><U+BC94>","Male","17","SouthKorean","2","11","Student","KRW","6"
"5785","Android",NA,NA,"Female","44","American","3","13","Bldg & Grnd Clng","USD","4"
"5786","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5787","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5788","iOS","Yes","pogo games","Female","58","American","4","13","Prsn Care & Svcs","USD","3"
"5789","Samsung","Yes",NA,"Male","55","French","5","12","Food Prep & Srv","EUR","3"
"5790","Nokia","Yes","Starfront","Male","21","Brazillian","5","18","Student","BRL","5"
"5791","Android",NA,NA,"Female","25","Brazillian","5","20","Biz & Fin Ops","BRL","4"
"5792","iOS",NA,"Halo","Male","38","Canadian","2","12","Healthcare Sup","CAD","6"
"5793","Blackberry",NA,NA,"Male","32","Brazillian","3","25","Mgmt","BRL","9"
"5794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5795","Windows",NA,NA,"Female","21","American","5","8","Healthcare Pract & Tech","BRL","2"
"5796","iOS","Yes",NA,"Male","23","Indian","5","18","Biz & Fin Ops","INR","1"
"5797","Android",NA,"endomondo sports tracker pro","Male","40","Mexican","5","15","Legal","MXN","9"
"5798","iOS","Yes","Angry birds","Male","19","Brazillian","2","11","Student","BRL","1"
"5799","Nokia",NA,"SES VARIER","Male","32","Canadian","2","9","Prsn Care & Svcs","CAD","4"
"5800","Android",NA,NA,"Female","36","Canadian","3","13","Other","CAD","5"
"5801","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5802","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5803","Nokia","Yes","<U+4F20><U+5947><U+6E38><U+620F>","Male","43","Chinese","3","22","Inst, Maint & Repair","CNY","4"
"5804","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5805","iOS","Yes",NA,"Male","69","Canadian","2","14","Biz & Fin Ops","CAD","Prefer not to say"
"5806","Android","Yes",NA,"Female","27","Canadian","2","13","Other","CAD","4"
"5807","iOS",NA,NA,"Male","26","American","3","13","Life, Phys & Soc Sci","AUD","2"
"5808","Blackberry","Yes","Whatsapp","Female","28","Other","5","18","Arch & Eng","USD","4"
"5809","Nokia",NA,"Memory Pro","Female","56","Other","6","15","Comp & Math","CAD","4"
"5810","Android","Yes",NA,"Female","26","Canadian","2","13","Sales","CAD","5"
"5811","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5812","Android","Yes","dictionnaire","Female","32","Canadian","2","12","Sales","CAD","4"
"5813","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5814","Android","Yes",NA,"Male","63","Canadian","6","18","Cmty & Soc Svcs","CAD","6"
"5815","Nokia",NA,NA,"Female","34","Canadian","2","18","Student","CAD","5"
"5816","Android","Yes","<U+C640><U+CCD0>","Male","17","SouthKorean","2","11","Student","KRW","6"
"5817","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5818","Nokia",NA,NA,"Female","20","Brazillian","2","15","Off & Admin Sup","BRL","1"
"5819","iOS",NA,"???","Male","44","Canadian","2","12","Student","CAD","2"
"5820","iOS","Yes","Numbers, Pages e Keynote","Male","31","Brazillian","3","20","Mgmt","BRL","9"
"5821","Android","Yes","wow droid","Male","28","Brazillian","2","12","Biz & Fin Ops","BRL","5"
"5822","iOS",NA,"Pages","Male","68","British","5","15","Prsn Care & Svcs","GBP","6"
"5823","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5824","iOS","Yes","whatsapp","Female","58","Other","3","19","Biz & Fin Ops","Other","2"
"5825","Android","Yes",NA,"Female","28","Canadian","3","17","Off & Admin Sup","CAD","6"
"5826","Android",NA,NA,"Female","20","Canadian","5","16","Student","CAD","Prefer not to say"
"5827","Nokia",NA,NA,"Female","33","Brazillian","5","20","Edu, Trng & Lib","BRL","6"
"5828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5829","Nokia","Yes","<U+690D><U+7269><U+5927><U+6218><U+50F5><U+5C38>","Male","38","Chinese","5","23","Edu, Trng & Lib","CNY","3"
"5830","Windows","Yes","diablo","Male","36","Mexican","5","18","Inst, Maint & Repair","MXN","7"
"5831","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5832","Not sure",NA,NA,"Male","62","Canadian","3","11","Mgmt","CAD","6"
"5833","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5834","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5835","Android",NA,NA,"Male","18","Brazillian","2","10","Student","BRL","1"
"5836","iOS","Yes",NA,"Female","34","Chinese","2","16","Other","CAD","Prefer not to say"
"5837","Android",NA,NA,"Male","21","Brazillian","3","15","Prsn Care & Svcs","BRL","1"
"5838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5839","Nokia","Yes","TeamViewer","Female","17","Other","2","10","Student","BRL","4"
"5840","Android","Yes",NA,"Female","34","Indian","5","20","Comp & Math","CAD","5"
"5841","Android","Yes",NA,"Female","24","Canadian","2","11","Edu, Trng & Lib","CAD","3"
"5842","Android","Yes","IM+","Male","21","Brazillian","5","15","Legal","BRL","6"
"5843","Nokia",NA,NA,"Male","59","French","5","17","Arch & Eng","EUR","Prefer not to say"
"5844","Android","Yes","slacker premium","Female","50","American","3","17","Healthcare Pract & Tech","USD","2"
"5845","Windows",NA,NA,"Female","48","British","3","11","Life, Phys & Soc Sci","CAD","3"
"5846","Android",NA,"privon","Female","34","Other","6","20","Healthcare Sup","EUR","3"
"5847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5848","Android",NA,NA,"Male","18","SouthKorean","2","13","Student","KRW","7"
"5849","Samsung",NA,NA,"Female","22","Indian","8","19","Student","INR","6"
"5850","Samsung",NA,NA,"Female","87","Other","2","12","Biz & Fin Ops","CAD","2"
"5851","Android",NA,NA,"Male","23","Brazillian","2","11","Off & Admin Sup","BRL","2"
"5852","Windows","Yes","diablo","Male","36","Mexican","5","18","Arch & Eng","MXN","7"
"5853","iOS","Yes","XC","Male","55","Italian","7","20","Legal","EUR","5"
"5854","Android","Yes","3","Female","39","Canadian","2","14","Off & Admin Sup","CAD","6"
"5855","Android",NA,NA,"Male","38","American","5","24","Protective Svcs","USD","4"
"5856","Android",NA,NA,"Male","16","British","2","11","Student","GBP","Prefer not to say"
"5857","Blackberry","Yes","Tiny Bird","Female","38","Canadian","3","19","Edu, Trng & Lib","CAD","5"
"5858","Nokia",NA,"AUN NO LO SE","Male","70","Mexican","5","17","Arch & Eng","MXN","7"
"5859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5860","Android","Yes",NA,"Female","18","SouthKorean","2","14","Student","KRW","Prefer not to say"
"5861","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5862","Nokia",NA,NA,"Female","17","Brazillian","2","13","Comp & Math","BRL","3"
"5863","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5864","iOS",NA,"Capitales","Male","37","Mexican","5","23","Constrn & Ext","MXN","9"
"5865","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5866","Android","Yes",NA,"Male","38","Canadian","5","25","Mgmt","CAD","6"
"5867","Android","Yes",NA,"Male","80","American","5","16","Healthcare Pract & Tech","USD","5"
"5868","iOS","Yes","Geocaching","Female","28","Canadian","5","18","Cmty & Soc Svcs","CAD","5"
"5869","iOS",NA,NA,"Female","17","Brazillian","2","11","Student","BRL","1"
"5870","iOS","Yes",NA,"Female","22","Canadian","2","14","Constrn & Ext","CAD","Prefer not to say"
"5871","Not sure",NA,NA,"Female","40","Brazillian","2","10","Off & Admin Sup","BRL","Prefer not to say"
"5872","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5874","Android","Yes",NA,"Female","37","German","7","26","Healthcare Pract & Tech","EUR","7"
"5875","Nokia",NA,NA,"Male","30","Russian","3","18","Production","RUB","Prefer not to say"
"5876","Nokia",NA,"mp3 player","Male","23","Indian","6","20","Comp & Math","INR","7"
"5877","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5878","iOS",NA,"kasperky","Male","27","Mexican","6","25","Healthcare Sup","MXN","10"
"5879","Android","Yes","draw something","Male","26","Mexican","5","18","Arts, Entmt & Sports","MXN","Prefer not to say"
"5880","Android",NA,NA,"Male","29","Indian","5","15","Biz & Fin Ops","INR","8"
"5881","Android",NA,NA,"Male","16","Spanish","2","11","Student","EUR","5"
"5882","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5883","Android",NA,NA,"Female","22","Russian","4","12","Production","RUB","1"
"5884","Samsung","Yes","Playtomo","Female","16","British","2","12","Food Prep & Srv","GBP","Prefer not to say"
"5885","Android","Yes",NA,"Male","24","Spanish","4","15","Student","EUR","8"
"5886","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5887","Android",NA,NA,"Male","24","Brazillian","2","13","Sales","BRL","2"
"5888","iOS","Yes","Não me lembro","Male","16","Brazillian","5","12","Student","BRL","2"
"5889","Samsung","Yes","NON RICORDO","Female","49","Italian","3","15","Edu, Trng & Lib","EUR","3"
"5890","Blackberry","Yes",NA,"Female","16","British","2","11","Food Prep & Srv","GBP","2"
"5891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5892","Blackberry","Yes",NA,"Female","37","Canadian","3","17","Healthcare Pract & Tech","CAD","5"
"5893","Android",NA,"<U+043D><U+0435> <U+043E><U+0434><U+043D><U+043E>","Male","12","Russian","1","4","Edu, Trng & Lib","RUB","Prefer not to say"
"5894","Blackberry",NA,"un juego monopily","Male","37","Mexican","5","16","Arts, Entmt & Sports","MXN","1"
"5895","Nokia","Yes",NA,"Female","21","Brazillian","5","17","Arts, Entmt & Sports","BRL","3"
"5896","Blackberry","Yes",NA,"Male","27","Indian","5","16","Sales","INR","11"
"5897","Android","Yes",NA,"Female","16","Brazillian","2","11","Student","BRL","2"
"5898","Not sure",NA,"não uso aplicativos","Female","17","Brazillian","2","12","Student","BRL","3"
"5899","iOS","Yes",NA,"Female","32","Chinese","5","17","Arts, Entmt & Sports","CNY","7"
"5900","iOS",NA,"Talking TOm","Male","36","Indian","6","18","Off & Admin Sup","CAD","6"
"5901","Not sure",NA,"n/a","Female","52","Canadian","2","13","Prsn Care & Svcs","CAD","5"
"5902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5903","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5904","Nokia",NA,NA,"Female","63","American","5","6","Healthcare Sup","USD","3"
"5905","Android",NA,NA,"Male","28","Brazillian","5","20","Arch & Eng","BRL","3"
"5906","iOS","Yes","Angry Birds","Female","28","Canadian","4","15","Healthcare Pract & Tech","CAD","4"
"5907","Nokia",NA,"Watermark Photo","Female","27","Russian","3","18","Production","RUB","4"
"5908","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5909","Samsung","Yes","???","Female","35","Canadian","3","15","Off & Admin Sup","CAD","6"
"5910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5911","Nokia","Yes",NA,"Female","46","Mexican","5","16","Healthcare Pract & Tech","MXN","6"
"5912","Nokia",NA,NA,"Male","16","Russian","4","3","Student","RUB","1"
"5913","Android","Yes",NA,"Female","29","Canadian","2","12","Biz & Fin Ops","CAD","7"
"5914","Samsung","Yes","Sask Riders","Male","59","Canadian","2","13","Mgmt","CAD","5"
"5915","Windows","Yes","NasCar app","Female","55","American","2","16","Legal","USD","6"
"5916","Blackberry","Yes","son varias. juegos, servicios de mensajes, correos alternos, musica","Male","40","Mexican","6","24","Biz & Fin Ops","MXN","2"
"5917","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5919","Android",NA,"sygic","Male","44","Italian","5","20","Arts, Entmt & Sports","EUR","5"
"5920","iOS","Yes","Flight & Travel","Female","45","Canadian","4","13","Food Prep & Srv","CAD","5"
"5921","Nokia","Yes",NA,"Male","23","Indian","5","15","Edu, Trng & Lib","INR","4"
"5922","iOS","Yes","Grocery G","Male","48","Mexican","5","20","Biz & Fin Ops","MXN","8"
"5923","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5924","iOS","Yes",NA,"Female","58","Canadian","3","15","Food Prep & Srv","CAD","1"
"5925","Samsung","Yes","GO Weather","Female","17","British","2","13","Student","GBP","5"
"5926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5927","Android",NA,"Android market","Female","32","Other","3","16","Comp & Math","CAD","5"
"5928","iOS","Yes","Marta Stewart","Female","29","Russian","3","17","Constrn & Ext","RUB","3"
"5929","Android","Yes",NA,"Female","16","British","2","11","Sales","GBP","Prefer not to say"
"5930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5931","iOS","Yes","Periodic table","Female","40","British","6","18","Edu, Trng & Lib","GBP","9"
"5932","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5934","iOS","Yes","Catan","Female","24","Canadian","5","19","Edu, Trng & Lib","CAD","7"
"5935","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5936","Android",NA,NA,"Female","29","Chinese","5","13","Mgmt","CNY","5"
"5937","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5938","Samsung","Yes","whatsapp","Male","30","Mexican","5","16","Transport","MXN","2"
"5939","Nokia","Yes",NA,"Female","59","Brazillian","2","15","Edu, Trng & Lib","BRL","1"
"5940","Android","Yes",NA,"Female","22","Canadian","2","16","Edu, Trng & Lib","CAD","2"
"5941","Not sure","Yes","i Dont remember","Male","72","Canadian","4","20","Inst, Maint & Repair","CAD","3"
"5942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5943","Blackberry","Yes",NA,"Female","27","Canadian","3","16","Healthcare Pract & Tech","CAD","Prefer not to say"
"5944","Android","Yes","itunes","Female","33","Canadian","4","14","Healthcare Sup","CAD","5"
"5945","iOS","Yes","V8 super cars","Female","28","Australian","6","19","Production","AUD","8"
"5946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5949","iOS","Yes","I don't remember","Female","20","Canadian","2","16","Student","CAD","Prefer not to say"
"5950","Windows","Yes","Winny Toolbox","Female","28","Chinese","3","19","Healthcare Pract & Tech","Other","2"
"5951","iOS","Yes","Articulation station","Female","31","American","6","18","Healthcare Sup","USD","7"
"5952","Android",NA,NA,"Male","24","Indian","3","19","Sales","INR","9"
"5953","Android","Yes",NA,"Female","20","Other","2","15","Student","EUR","Prefer not to say"
"5954","Not sure",NA,NA,"Female","36","Canadian","3","13","Sales","CAD","6"
"5955","Nokia",NA,"whats app","Female","18","Indian","8","13","Student","INR","6"
"5956","Android","Yes",NA,"Female","75","Canadian","2","11","Off & Admin Sup","CAD","2"
"5957","Not sure","Yes","have yet to download an app","Male","53","Canadian","6","20","Arts, Entmt & Sports","CAD","1"
"5958","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5959","Android","Yes",NA,"Female","27","Canadian","3","17","Student","CAD","4"
"5960","Not sure",NA,"NINGUNO","Female","64","Mexican","4","12","Legal","MXN","5"
"5961","Windows","Yes","<U+043D><U+0435> <U+043F><U+043E><U+043C><U+043D><U+044E>, <U+0434><U+043B><U+044F> <U+043F><U+0440><U+043E><U+0441><U+043C><U+043E><U+0442><U+0440><U+0430> <U+0442><U+0432>","Male","33","Russian","3","5","Transport","RUB","4"
"5962","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964","Blackberry","Yes",NA,"Female","31","Canadian","5","21","Life, Phys & Soc Sci","CAD","4"
"5965","iOS",NA,"11","Female","36","American","5","5","Comp & Math","USD","11"
"5966","iOS","Yes","Player Pro","Male","19","Indian","2","14","Student","INR","7"
"5967","Android","Yes",NA,"Male","29","Canadian","3","16","Inst, Maint & Repair","CAD","4"
"5968","Nokia","Yes",NA,"Male","22","Indian","5","4","Student","INR","8"
"5969","iOS","Yes","angry birds","Female","48","American","6","20","Transport","USD","5"
"5970","iOS",NA,"Rippling rhyme","Female","29","Indian","6","16","Sales","INR","11"
"5971","Android","Yes","Hooptap","Male","20","Other","4","13","Arts, Entmt & Sports","EUR","1"
"5972","Nokia","Yes","skype","Male","47","Russian","3","17","Transport","RUB","6"
"5973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5974","Android","Yes",NA,"Female","63","American","2","15","Off & Admin Sup","USD","4"
"5975","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5977","Samsung",NA,NA,"Male","27","Brazillian","2","13","Sales","BRL","2"
"5978","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5979","Android","Yes","sleep","Female","34","Canadian","3","14","Cmty & Soc Svcs","CAD","5"
"5980","Android",NA,NA,"Female","25","Russian","3","16","Production","RUB","1"
"5981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5982","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5984","iOS","Yes",NA,"Female","26","Italian","6","21","Biz & Fin Ops","CAD","Prefer not to say"
"5985","iOS",NA,"plants vs zombies HD","Female","31","Canadian","3","18","Student","CAD","3"
"5986","Samsung",NA,NA,"Female","20","Brazillian","2","15","Student","BRL","7"
"5987","Android",NA,NA,"Male","42","Brazillian","5","5","Sales","BRL","5"
"5988","Android",NA,NA,"Female","20","Brazillian","5","15","Student","BRL","1"
"5989","Android","Yes","SLIDE IT","Female","16","Spanish","3","12","Student","EUR","9"
"5990","Android","Yes","angry birds","Male","39","Mexican","2","15","Prsn Care & Svcs","MXN","2"
"5991","Android","Yes","N/A","Female","28","Other","2","12","Student","CAD","4"
"5992","Android","Yes","EBUDDY","Male","50","Italian","5","19","Cmty & Soc Svcs","EUR","5"
"5993","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5994","Samsung",NA,NA,"Female","17","Brazillian","2","14","Cmty & Soc Svcs","BRL","2"
"5995","Samsung","Yes","don't remember, was a game","Female","29","Canadian","2","15","Sales","CAD","1"
"5996","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5997","Android","Yes","plants vs zombies","Male","19","Brazillian","5","16","Student","BRL","5"
"5998","Nokia",NA,"win zip","Female","22","Indian","2","17","Comp & Math","INR","8"
"5999","Android",NA,"have not paid for apps","Male","56","American","2","12","Transport","USD","6"
"6000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6002","Blackberry",NA,"cydia","Female","60","French","2","12","Sales","EUR","3"
"6003","Android",NA,NA,"Female","62","American","2","14","Cmty & Soc Svcs","USD","3"
"6004","Samsung",NA,"so many","Female","20","Indian","5","18","Arch & Eng","INR","8"
"6005","Blackberry","Yes",NA,"Female","34","Canadian","2","12","Off & Admin Sup","CAD","6"
"6006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6007","iOS","Yes",NA,"Female","20","Canadian","2","16","Student","CAD","2"
"6008","Android",NA,NA,"Female","46","Canadian","3","10","Sales","CAD","5"
"6009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012","iOS","Yes","poppit","Female","28","Canadian","3","18","Biz & Fin Ops","CAD","6"
"6013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6014","iOS",NA,"bank","Female","26","Canadian","5","20","Student","CAD","2"
"6015","Nokia",NA,NA,"Female","50","Italian","3","18","Healthcare Sup","EUR","5"
"6016","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017","iOS","Yes","Wagjag","Female","37","Canadian","5","18","Prsn Care & Svcs","CAD","5"
"6018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6019","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6021","Android","Yes",NA,"Female","45","American","4","14","Off & Admin Sup","USD","5"
"6022","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6023","Nokia",NA,NA,"Female","33","Brazillian","2","13","Healthcare Sup","BRL","3"
"6024","Samsung","Yes","Sonic Jump","Female","25","Canadian","2","13","Sales","CAD","7"
"6025","iOS","Yes",NA,"Female","39","German","5","19","Off & Admin Sup","EUR","Prefer not to say"
"6026","Android",NA,"ebuddy","Female","20","Indian","5","17","Student","INR","7"
"6027","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
